"","age","age2","dom.decid","dom.pine","dom.mixed","dom.spruce","dom.Bspr","dom.larch","dom.low","dom.open"
"BG_2_1",4.5,20.25,1,0,0,0,0,0,0,0
"BG_2_100",4.5,20.25,0.438245429173463,0,0,0.11549824432431,0,0,0,0
"BG_2_11",4.5,20.25,0,0,0,0,0,0,0,0
"BG_2_12",4.5,20.25,0.378791804023629,0,0,0,0,0,0,0
"BG_2_13",4.5,20.25,0,0,0,0,0.829583186662544,0,0,0
"BG_2_14",4.5,20.25,0,0,0,0,0.25117256804022,0,0,0
"BG_2_15",4.5,20.25,0,0,0,0,0.397859845387368,0,0,0
"BG_2_16",4.5,20.25,0,0,0,0,0,0,0,0.677570485889799
"BG_2_17",0,0,0,0,0,0,0,0,0.726367971954124,0.101099923582446
"BG_2_18",6.90670501713941,47.7025741937787,0.903906276484827,0,0,0,0,0,0,0
"BG_2_19",9.29853086693442,86.4626762833322,1,0,0,0,0,0,0,0
"BG_2_2",4.5,20.25,0.678941031776443,0,0,0,0,0,0,0
"BG_2_20",9.29234007132772,86.3475840012029,1,0,0,0,0,0,0,0
"BG_2_21",4.5,20.25,1,0,0,0,0,0,0,0
"BG_2_22",4.5,20.25,0,0,0,0,1,0,0,0
"BG_2_23",4.5,20.25,0,0,0,0,0.649994186223624,0,0,0
"BG_2_24",4.5,20.25,0,0,0,0,0.0498190199178246,0,0,0
"BG_2_25",0,0,0,0,0,0,0,0,0,0
"BG_2_26",0,0,0,0,0,0,0,0,0,0
"BG_2_27",0,0,0,0,0,0,0,0,0,0
"BG_2_28",0,0,0,0,0,0,0,0,0,0
"BG_2_29",5.45298693872753,29.7350665539331,0,0,0,0,0.0343002942132181,0,0.309990425724237,0
"BG_2_3",5.54471410012501,30.7438544521251,0.18974516326989,0,0,0,0.710867364533121,0,0,0
"BG_2_30",10.281179372725,105.702649294147,0,0,0,0.454002993169649,0,0,0,0
"BG_2_31",4.5,20.25,0,0,0,0,0.599808193587813,0,0.400169940566688,0
"BG_2_32",4.5,20.25,0,0,0,0,1,0,0,0
"BG_2_33",4.5,20.25,0,0,0,0,0,0,1,0
"BG_2_34",4.5,20.25,0,0,0,0,0,0,1,0
"BG_2_35",0,0,0,0,0,0,0,0,0,0
"BG_2_36",0,0,0,0,0,0,0,0,0,0
"BG_2_37",0,0,0,0,0,0,0,0,0,0
"BG_2_38",4.5,20.25,0,0,0,0,0,0,0,0
"BG_2_39",4.5,20.25,0,0,0,0,0.451925416458399,0,0,0
"BG_2_4",4.70761109468177,22.1616022187709,0,0,0,0,1,0,0,0
"BG_2_40",9.47647187700824,89.8035192357281,0,0,0,0.648321756655634,0,0,0,0
"BG_2_41",4.5,20.25,0,0,0,0,1,0,0,0
"BG_2_42",4.5,20.25,0,0,0,0,1,0,0,0
"BG_2_43",8.89444165333374,79.1110923245583,0.41952992746783,0,0,0,0,0,0,0
"BG_2_44",0,0,0,0,0,0,0,0,0,0
"BG_2_45",0,0,0,0,0,0,0,0,0,0
"BG_2_46",0,0,0,0,0,0,0,0,0,0
"BG_2_47",0,0,0,0,0,0,0,0,0,0
"BG_2_48",4.5,20.25,0,0,0,0,0.776729420196446,0,0,0
"BG_2_49",4.5,20.25,0,0,0,0,0.301238154656418,0,0,0
"BG_2_5",4.5,20.25,0,0,0,0,0,0,1,0
"BG_2_50",4.53891876532189,20.6017835581912,0,0,0,0,0.591872698416328,0,0.0756548480381497,0
"BG_2_51",4.5,20.25,0,0,0,0,1,0,0,0
"BG_2_52",5.4320846342091,29.5075434732106,0.343014125079512,0,0,0,0.512809129551889,0,0,0
"BG_2_53",8.4659886103047,71.672963149809,0.675702557556639,0,0,0,0,0,0,0
"BG_2_54",8.59388832774533,73.8549165897574,0,0,0,0,0,0,0,0
"BG_2_55",4.5,20.25,0,0,0,0,0,0,0,0
"BG_2_56",0,0,0,0,0,0,0,0,0,0
"BG_2_57",4.5090789197021,20.3317927041018,0,0,0,0,0,0.580886586089404,0,0
"BG_2_58",4.5,20.25,0.108038421260822,0,0,0,0,0.149081369003832,0,0
"BG_2_59",4.5,20.25,0,0,0,0,0,0,1,0
"BG_2_6",9.55930682380168,91.3803469515813,1,0,0,0,0,0,0,0
"BG_2_60",6.49617450651105,42.2002832190441,0.254789991885667,0,0,0,0.201375356552914,0,0,0
"BG_2_61",4.5,20.25,0.323298883888674,0,0,0,0.0303090136239126,0,0,0
"BG_2_62",4.56576661661851,20.8462247974281,0.226778172088364,0,0,0.728694420825875,0,0,0,0
"BG_2_63",8.08944522463163,65.4391240423155,0.998663019273255,0,0,0,0,0,0,0
"BG_2_64",5.60267820202805,31.3900030354802,0,0,0,0,0,0,0,0
"BG_2_65",4.5,20.25,0,0,0,0,0,0,0,0
"BG_2_66",5.05942974995627,25.5978293947425,0,0,0,0,0.169952592865599,0,0,0
"BG_2_67",4.5,20.25,0,0,0,0,0.174858551767315,0.61130891481978,0,0
"BG_2_68",4.5,20.25,0.832203893070993,0,0,0,0,0,0,0
"BG_2_69",4.5,20.25,0.533102957388415,0,0,0,0.125330984121372,0,0,0
"BG_2_7",4.5,20.25,0,0,0,0,0,0,0.406909804133172,0.204647340833254
"BG_2_70",4.5,20.25,0.983211440261048,0,0,0,0,0,0,0
"BG_2_71",4.5,20.25,0.712677739136925,0,0,0,0,0,0,0
"BG_2_72",4.5,20.25,0,0,0,0,0.874588796248142,0,0,0
"BG_2_73",10,100,0,0,0,0.394999041651489,0,0,0,0
"BG_2_74",10,100,0,0,0,0,0,0,0,0
"BG_2_75",6.38140200051912,40.7222914922295,0.226937078778039,0,0,0,0.267031743851982,0,0,0
"BG_2_76",4.5,20.25,0,0,0,0,0,0.317397512620493,0,0
"BG_2_77",7.36002396750562,54.1699528022571,0.709661728066427,0,0,0,0.0523581914611344,0,0,0
"BG_2_78",0,0,0,0,0,0,0,0,1,0
"BG_2_79",4.5,20.25,0,0,0,0,0.623193232568827,0,0,0
"BG_2_8",9.5459295798443,91.1247715433463,0.503864860864511,0,0,0.0460209115539986,0,0,0,0
"BG_2_80",4.5,20.25,0,0,0,0,0.532795614904727,0,0,0
"BG_2_81",4.5,20.25,0.605215540358081,0,0,0,0.264499581916779,0,0,0
"BG_2_82",4.5,20.25,0.0161562724960167,0,0,0,0.725137457320435,0,0,0
"BG_2_83",6.44290229740873,41.5109900139547,0.643172709728269,0,0,0.298644966038599,0,0,0,0
"BG_2_84",4.5,20.25,0,0,0,0,0,0,0,0.592932053806438
"BG_2_85",4.5,20.25,0.503206460745255,0,0,0,0,0,0,0
"BG_2_86",4.5,20.25,0,0,0,0,0.725790249498557,0,0,0
"BG_2_87",4.5,20.25,0,0,0,0,0.515299274582116,0,0,0
"BG_2_88",4.5,20.25,0,0,0,0,0,0,1,0
"BG_2_89",4.5,20.25,1,0,0,0,0,0,0,0
"BG_2_9",12.9175276351141,166.862520203937,0.633880162072092,0,0,0,0,0,0,0
"BG_2_90",4.5,20.25,0,0,0.08554050910318,0,0,0,0.00530206635989872,0
"BG_2_91",4.5,20.25,0.328936359086621,0,0,0,0,0,0,0
"BG_2_92",4.5,20.25,0.148406441980637,0,0,0,0,0,0.489015289569652,0
"BG_2_93",4.5,20.25,0.493327867348055,0,0,0,0,0,0,0
"BG_2_94",4.5,20.25,0,0,0,0,1,0,0,0
"BG_2_95",4.5,20.25,0,0,0,0,1,0,0,0
"BG_2_96",4.5,20.25,0,0,0,0,0.263767955839005,0,0,0
"BG_2_97",4.5,20.25,0,0,0,0,0.070296112761461,0,0,0
"BG_2_98",4.5,20.25,0,0,0,0,0,0,0,0
"BG_2_99",4.5,20.25,0.319015733788512,0.15902904979344,0,0,0,0,0,0
"BG_4_1",75.6682639953687,5725.68617607282,0.310070811193598,0,0,0,0,0,0,0
"BG_4_10",63.5267215759678,4035.64435419053,0,0,0,0,0.543729166488534,0,0,0
"BG_4_100",63.7743199522071,4067.16388536648,0,0,0,0,0.317318359788482,0,0,0
"BG_4_11",54.7506312291951,2997.63161999531,0,0,0.0791462093841289,0,0,0,0,0
"BG_4_12",48.7623277285753,2377.76460550899,0,0.140833228164485,0,0,0,0.760183361019691,0,0
"BG_4_13",51.8598110870713,2689.44000598672,0,0,0,0,0,1,0,0
"BG_4_14",60.0024375687028,3600.29251418608,0,1,0,0,0,0,0,0
"BG_4_15",60,3600,0,0,0,0,0,1,0,0
"BG_4_16",45.9159509301367,2108.27454981872,0,0,0,0,0,1,0,0
"BG_4_17",40,1600,0,0,0,0,0,1,0,0
"BG_4_18",40,1600,0,0,0,0,0,1,0,0
"BG_4_19",80,6400,0,0,0,0,0,1,0,0
"BG_4_2",55.2795559429394,3055.82930524857,0,0,0,0,0,0.968396725058788,0,0
"BG_4_20",60,3600,0,0.097733857651551,0,0,0,0.290551116112635,0,0
"BG_4_21",64.4573216764214,4154.74631769766,0,0,0,0,0,0.466487203332453,0,0
"BG_4_22",67.163180817986,4510.89285758948,0.126634454192618,0.380685818864895,0,0,0,0,0,0
"BG_4_23",69.5734478386268,4840.46464415412,0,0,0,0,0,0.445834718629165,0,0
"BG_4_24",60,3600,0,0,0,0,0,0.794769400700431,0,0
"BG_4_25",60,3600,0,0,0,0,0,0.92599991496983,0,0
"BG_4_26",60,3600,0,0,0.0686625056819004,0,0.638189050393038,0,0,0
"BG_4_27",40.0155913059781,1601.24754756707,0,0,0,0,0,0.958198370840568,0,0
"BG_4_28",41.1764433984521,1695.49949094593,0,0,0,0,0,0.89509840621504,0,0
"BG_4_29",50.7703314345647,2577.62655397555,0,0,0,0,0.331786076584313,0.305866404734552,0,0
"BG_4_3",66.8208965827014,4465.03222011608,0,0.597296007649298,0.136606554443454,0,0,0,0,0
"BG_4_30",60,3600,0,0.700101245364158,0,0,0,0.0221078015647632,0,0
"BG_4_31",55.5368565810919,3084.34243890877,0,0.476979937316387,0,0,0,0.128368238684378,0,0
"BG_4_32",70.0055906486461,4900.78272206581,0,0.27707210487982,0.444395883246895,0,0,0,0,0
"BG_4_33",77.6033783559998,6022.28433226445,0.238979212701238,0,0,0,0,0,0,0
"BG_4_34",60,3600,0,0,0,0,0,1,0,0
"BG_4_35",73.0731083756091,5339.67916767352,0,0.612180189796674,0,0,0,0.102523131505487,0,0
"BG_4_36",65.6623349644516,4311.54223298385,0,0,0.558991618498766,0,0,0,0,0
"BG_4_37",70.4900839307136,4968.85193255905,0,0.519294600394926,0,0,0,0.424054198580015,0,0
"BG_4_38",71.7892715759286,5153.69951340243,0,0,0,0,0,0.91867265065788,0,0
"BG_4_39",60,3600,0,0,0,0,0,1,0,0
"BG_4_4",63.0352992167263,3973.44894734222,0,0,0,0,0,1,0,0
"BG_4_40",60,3600,0,0,0,0,0,0.645746443217549,0,0
"BG_4_41",60,3600,0,0,0,0,0,0,0.765528793234969,0
"BG_4_42",79.6815603370461,6349.15105774631,0.590950337376505,0,0,0,0.332949522985453,0,0,0
"BG_4_43",70.75993946868,5006.96903361126,0,0,0,0,0,0.64978199632642,0,0
"BG_4_44",80,6400,0.252294197576463,0,0,0,0.0779088663243198,0,0,0
"BG_4_45",66.8400277005857,4467.58930301507,0,0,0,0,0.0719704691652956,0.734086689406794,0,0
"BG_4_46",74.9377778845248,5615.67055427037,0,0,0,0,0.554701298079373,0,0,0
"BG_4_47",60,3600,0,0.0453591673701079,0,0,0.47546307979541,0,0,0
"BG_4_48",75.8542918551549,5753.87359284703,0,0,0,0,0,0.775059809014923,0,0
"BG_4_49",48.0571897721313,2309.49348879464,0,0,0,0,0.266203461916235,0.0169174238670652,0.192003644204076,0
"BG_4_5",67.8136539880651,4598.69166721301,0,0.19244231837591,0,0,0,0.464643265285423,0,0
"BG_4_50",60.8892729965842,3707.50356605256,0,0,0,0,0.581353731283875,0,0,0
"BG_4_51",60,3600,0,0,0,0,0.576175789062163,0,0,0
"BG_4_52",81.2607692259427,6603.31261519192,1,0,0,0,0,0,0,0
"BG_4_53",70.5931905857719,4983.39855707911,0,0,0,0,0.280898350139932,0.176824257351445,0,0
"BG_4_54",67.4250694016138,4546.13998381243,0,0,0,0,0.581202836722831,0,0,0
"BG_4_55",64.5006729206194,4160.33680721272,0.758173858032406,0,0,0,0,0,0,0
"BG_4_56",62.0759223035272,3853.42012983355,0,0.318902928160154,0,0,0,0,0,0
"BG_4_57",66.8466553436142,4468.47533062794,0,0.203535002889912,0,0,0,0.578273585043737,0,0
"BG_4_58",60,3600,0,0.421117899661512,0,0,0,0.433369878061497,0,0
"BG_4_59",60,3600,0,0.0969307663357832,0,0,0,0.334980690058709,0,0
"BG_4_6",58.5644831121232,3429.79868219016,0,0.094030989020382,0,0,0,0.675727098674491,0,0
"BG_4_60",61.8640704613724,3827.16321404965,0,0.924564030956824,0,0,0,0,0,0
"BG_4_61",64.6241402029781,4176.27949697417,0,0,0,0,1,0,0,0
"BG_4_62",61.6624658059309,3802.2596892676,0,0,0,0,1,0,0,0
"BG_4_63",66.8026924963034,4462.59972475567,0,0.364460504913748,0,0,0,0,0,0
"BG_4_64",67.5216002204409,4559.16649632904,0,0.331037039946062,0,0,0.148642567196807,0,0,0
"BG_4_65",65.7456428814664,4322.48955789732,0,0,0,0,0.554898645970334,0,0,0
"BG_4_66",70.7412768867274,5004.32825556464,0,0,0,0,0.406819356081924,0.415710135551615,0,0
"BG_4_67",97.2133769101187,9450.4406502688,0.381517708312686,0,0,0,0.416969398321454,0,0,0
"BG_4_68",82.3848025783821,6787.255695879,0,0,0.344546162699932,0,0.303028756557447,0,0,0
"BG_4_69",68.0459057856075,4630.24529418377,0,0.28855098323469,0,0,0.540777429203851,0,0,0
"BG_4_7",60,3600,0,0.403339459819485,0,0,0,0.229500986649458,0,0
"BG_4_70",75.8774853038421,5757.39277603477,0.258024896261513,0.655992095164854,0,0,0,0,0,0
"BG_4_71",74.5602384167819,5559.22915276736,0,0,0,0,1,0,0,0
"BG_4_72",74.9901412472549,5623.52128428325,0,0,0,0,0.677904117940664,0.00903749191862735,0,0
"BG_4_73",67.2825821140748,4526.94585593722,0,0,0,0,1,0,0,0
"BG_4_74",60.0488165425607,3605.86036816211,0,0,0,0,0.789843985026284,0,0,0
"BG_4_75",76.1156730904591,5793.59569001364,0,0,0,0,1,0,0,0
"BG_4_76",68.8566661892538,4741.24047869833,0,0,0,0,1,0,0,0
"BG_4_77",86.7823608583449,7531.178156148,0,0,0.159990918890452,0,0.731587208175011,0,0,0
"BG_4_78",106.574788049422,11358.1854477793,0.818778459475278,0,0,0.143696633553167,0,0,0,0
"BG_4_79",69.9105573739074,4887.4860323304,0,0,0,0,0.603742218094385,0,0,0
"BG_4_8",60,3600,0,0.498006655981968,0,0,0,0.162942558081932,0,0
"BG_4_80",64.1988162685869,4121.48801028778,0,0.050393954063671,0,0,0.424221805287204,0,0,0
"BG_4_81",77.2407155940089,5966.12814547456,0,0,0,0,1,0,0,0
"BG_4_82",95.8177262339199,9181.03666063843,0.68737198265197,0,0,0,0,0,0,0
"BG_4_83",78.3604918400749,6140.36668141844,0,0.267370867243533,0,0,0,0.0875037267772393,0,0
"BG_4_84",72.6026231229512,5271.14088433329,0,0,0,0,0.990133725355887,0,0,0
"BG_4_85",76.1952510494217,5805.71628248441,0,0,0,0,0.793728033440549,0,0,0
"BG_4_86",82.0406612070454,6730.67009128921,0,0,0,0,1,0,0,0
"BG_4_87",81.5072801573288,6643.43671864529,0,0,0,0,1,0,0,0
"BG_4_88",72.8641995785842,5309.19158022776,0,0,0,0,1,0,0,0
"BG_4_89",69.7796025472463,4869.19293165166,0,0,0,0,1,0,0,0
"BG_4_9",59.812961013231,3577.59030517029,0,0.490172451260399,0,0,0.0925078009523883,0,0,0
"BG_4_90",81.2219271334592,6597.00144727295,0.185790561175091,0,0,0,0.665836479161966,0,0,0
"BG_4_91",60.8739328717298,3705.63570327187,0,0,0,0,0.717528532530358,0,0,0
"BG_4_92",76.273535232603,5817.65217687913,0,0,0,0,0.746077461299466,0,0,0
"BG_4_93",73.6332115143274,5421.84983791367,0,0,0,0,0.602359604641395,0.0225399416127254,0,0
"BG_4_94",79.5727673259317,6331.82529990687,0,0,0,0,0.514955664577352,0,0,0
"BG_4_95",80,6400,1,0,0,0,0,0,0,0
"BG_4_96",80,6400,0,0,0,0,1,0,0,0
"BG_4_97",89.0138855792696,7923.47182591931,0,0,0,0,1,0,0,0
"BG_4_98",64.4500172965028,4153.8047295195,0,0,0,0,1,0,0,0
"BG_4_99",73.7956549175219,5445.79868470597,0,0,0,0,1,0,0,0
"BG_10_1",40.036832350067,1602.94794462737,1,0,0,0,0,0,0,0
"BG_10_10",85.4101255261481,7294.88954239237,0,0,0,0,0,0.474660799618115,0.525324106699465,0
"BG_10_100",77.8976450257811,6068.0431005626,1,0,0,0,0,0,0,0
"BG_10_11",61.2581340007986,3752.5589812598,0.233476286667767,0,0,0,0,0,0.501031226164805,0
"BG_10_12",95.7317042876697,9164.55920582184,0,0,0,0.212564741573155,0,0,0.73284261400801,0
"BG_10_13",69.5994738918911,4844.08676602803,0,0.184990184123091,0,0,0,0,0.78824490246228,0
"BG_10_14",40,1600,0,0,0,0,0,0,1,0
"BG_10_15",44.6074110343452,1989.82111918702,0,0,0,0,0,0,0.985288532459381,0
"BG_10_17",100.720141665774,10144.5469371736,0,0,0,0,0,1,0,0
"BG_10_18",98.8322927243964,9767.82208516077,0,0,0,0,0,1,0,0
"BG_10_19",116.19407420758,13501.0628809567,0,0,0,0,0,1,0,0
"BG_10_2",71.4710572700327,5108.11202729629,0.384841841938299,0,0.0738206257142614,0,0,0,0,0
"BG_10_20",99.3259438843696,9865.64312852094,0,0,0,0,0,1,0,0
"BG_10_21",150.665053502933,22699.9583470417,0,0,0,0,0,0.603549733050434,0.0604946062377862,0
"BG_10_22",131.423787039507,17272.2117998056,0,0,0,0,0,0,0.966311426755195,0
"BG_10_23",135.691287800642,18412.1255849966,0,0,0,0,0,0.13253143131307,0.693766255307608,0
"BG_10_24",62.3556529170799,3888.22745071534,0,0,0,0,0,0,0.779315107662129,0
"BG_10_25",120,14400,0,0,0.752549837581141,0,0,0,0.230435279924411,0
"BG_10_26",80,6400,1,0,0,0,0,0,0,0
"BG_10_27",85.7744726524327,7357.26015880293,0,0,0,0,1,0,0,0
"BG_10_28",59.995583449508,3599.47003344687,0.0626135726562131,0,0,0,0.451615222484016,0,0,0
"BG_10_29",66.6530021139768,4442.6226908058,0,0.208216581559492,0,0,0,0.791765736457323,0,0
"BG_10_3",54.0871697436889,2925.42193088261,1,0,0,0,0,0,0,0
"BG_10_30",80,6400,0,0,0,0,0,1,0,0
"BG_10_31",160,25600,0,0,0,0,0,0.100400996276776,0.810872274603497,0
"BG_10_32",160,25600,0,0,0,0,0,0,1,0
"BG_10_33",160,25600,0,0,0,0,0,0.0809707949398749,0.89659997464727,0
"BG_10_34",40,1600,0,0,0,0,0,0.0586063958126627,0.941389233134184,0
"BG_10_35",117.463732139557,13797.7283681536,0,0,0,0,0,0.100669511971313,0.899317817434296,0
"BG_10_36",160,25600,0,0,0,0,0,0,1,0
"BG_10_37",55.8048354124325,3114.17965540868,0.24881200852084,0,0,0,0,0,0.617544503783746,0
"BG_10_38",92.9303683327362,8636.05335845802,0,0.362351193187847,0,0,0,0.216383302125259,0,0
"BG_10_39",124.775501633658,15568.925807931,0,0,0,0,0,0.599761926326294,0.400219695825498,0
"BG_10_4",75.2124389782883,5656.91097706274,0,0,0,0,0,0,0.409089157898198,0
"BG_10_40",82.1769530484836,6753.05161233268,0,0.330650161017436,0,0,0,0.54145941101818,0,0
"BG_10_41",160,25600,0,0,0,0,0,0.0932651122329697,0.906719547271368,0
"BG_10_42",160,25600,0,0,0,0,0,0,1,0
"BG_10_43",160,25600,0,0,0,0,0,0.231168002685847,0.768810157782271,0
"BG_10_44",40,1600,0,0,0.659554245078597,0,0,0,0.340432862472096,0
"BG_10_45",100,10000,0,0,0,0,0,0,1,0
"BG_10_46",100,10000,0,0,0,0,0,1,0,0
"BG_10_47",100,10000,0,0,0,0,0,0.413076678922364,0.586909328860598,0
"BG_10_48",100,10000,0,0,0,0,0,0.64093327886268,0.359047585134381,0
"BG_10_49",75.1511244825005,5647.69151098429,0.0789083636110687,0,0,0,0,0,0.51963683487091,0
"BG_10_5",113.105347249773,12792.8195764918,0,0.167179547589754,0,0,0,0.546249140408931,0,0
"BG_10_50",85.6170578058391,7330.28058732839,0.0461487660249491,0,0,0,0,0.472730358015946,0,0
"BG_10_51",114.844760586572,13189.319034187,0,0,0,0,0,1,0,0
"BG_10_52",59.4081315892894,3529.32609893032,1,0,0,0,0,0,0,0
"BG_10_53",160,25600,0,0,0,0,0,0.692795998957301,0.307190377923658,0
"BG_10_54",160,25600,0,0,0,0,0,1,0,0
"BG_10_55",100.557751565274,10111.8613998634,0.112676819227893,0,0,0,0,0.0822296942535834,0,0
"BG_10_56",54.4033725786877,2959.72694793551,0.960898466203867,0,0,0,0,0,0,0
"BG_10_57",61.6190953116647,3796.91290702802,1,0,0,0,0,0,0,0
"BG_10_58",88.4716572615968,7827.23413861345,0,0,0,0,0,0.992831640840564,0,0
"BG_10_6",142.081278460577,20187.0896889921,0,0.268256584732201,0,0,0,0.468223703712068,0,0
"BG_10_60",67.9004977243054,4610.47759120841,0.611979458220693,0,0,0,0,0,0,0
"BG_10_61",160,25600,0,0,0,0,0,0,1,0
"BG_10_62",74.8468922524979,5602.05727985703,0,0,0,0,0,0.609354718472308,0,0
"BG_10_63",86.7506206083484,7525.67017593359,0.938618272575887,0,0,0,0,0.0253823572230994,0,0
"BG_10_64",96.92511224792,9394.4773842719,0.19081892692163,0,0,0,0,0.685593906457169,0,0
"BG_10_65",111.833051052197,12506.6313076432,0,0,0,0,0,0.950209150202364,0,0
"BG_10_66",86.3737725560709,7460.42858556786,0,0,0,0,0,0.323837967768189,0.550868240724561,0
"BG_10_67",0,0,0,0,0,0,0,0,1,0
"BG_10_68",160,25600,0,0,0,0,0,0.000317906511373311,0.999665587763745,0
"BG_10_69",95.4719914588478,9114.90115311832,0,0,0,0,0,0.911833667939317,0,0
"BG_10_7",121.8374707008,14844.3692667682,0,0.467996948254391,0,0,0,0.502332883906883,0,0
"BG_10_70",60,3600,0,0,0,0,0,0.616802453965443,0,0
"BG_10_71",0,0,0,0,0,0,0,0,1,0
"BG_10_72",0,0,0,0,0,0,0,0,1,0
"BG_10_73",160,25600,0,0,0,0,0,0,1,0
"BG_10_74",130.356749567969,16992.8821579263,0,0,0,0,0,0.673188681794406,0.299398590860627,0
"BG_10_75",93.1905323755873,8684.47532444539,0,0,0,0,0,1,0,0
"BG_10_76",120,14400,0,0,0,0,0,0.523864169974807,0.42792028605196,0
"BG_10_77",158.78571907989,25212.9045837177,0,0,0,0,0,0.410265385275948,0.589717601845225,0
"BG_10_79",80.1803282196673,6428.88503341358,0.392112815283091,0,0,0,0,0.456156177598093,0,0
"BG_10_8",106.636607315056,11371.3660196655,0,0,0,0,0,1,0,0
"BG_10_80",80,6400,0.520619391994117,0,0,0,0,0,0,0
"BG_10_81",35.8855703652186,1287.77416043705,0,0,0,0,0,1,0,0
"BG_10_82",85.9298245823644,7383.93475275592,0,0,0,0,0,0.759062519052842,0.204581497938148,0
"BG_10_85",123.77222936793,15319.5647627076,0,0,0,0,0,1,0,0
"BG_10_86",120,14400,0,0,0,0,0,1,0,0
"BG_10_87",138.638409071899,19220.6084699871,0,0,0,0,0,0.405448139282923,0.547125464502122,0
"BG_10_88",98.3276382487804,9668.32444358303,0,0,0,0,0,1,0,0
"BG_10_89",111.708409572275,12478.7687691672,0,0,0,0,0,0.289556881549338,0.580767491138696,0
"BG_10_9",111.326848425172,12393.6671802812,0,0.6326747285827,0,0,0,0.367307413079121,0,0
"BG_10_90",80,6400,0.997878439162815,0,0,0,0,0,0,0
"BG_10_91",81.043608986887,6568.06655761944,0,0,0,0,0,1,0,0
"BG_10_92",85.5525401636969,7319.23712846097,0,0,0,0,0,1,0,0
"BG_10_93",97.2304043103553,9453.75152235517,0,0,0,0,0,1,0,0
"BG_10_94",104.938865286081,11012.1654475302,0,0,0,0,0,1,0,0
"BG_10_95",80.0111602424746,6401.78576334694,0,0,0,0,0,1,0,0
"BG_10_96",139.499013946902,19459.9748921579,0,0,0,0,0,1,0,0
"BG_10_97",129.029313707706,16648.5637958816,0,0,0,0,0,1,0,0
"BG_10_98",134.680956973991,18138.9601714299,0,0,0,0,0,1,0,0
"BG_10_99",160,25600,0,0,0,0,0,1,0,0
"BG_5_1",92.0751408497277,8477.83156249719,0.660343588802587,0,0,0,0,0,0,0
"BG_5_10",80,6400,0,0,0,0,0,0.233935041949288,0.116287145772982,0
"BG_5_100",76.8859525479272,5911.44969920212,0,0,0,0,0,1,0,0
"BG_5_11",83.1755120868276,6918.165810906,1,0,0,0,0,0,0,0
"BG_5_12",107.475169885829,11550.9121419877,0,0,0.175965532258183,0,0,0,0,0
"BG_5_13",122.973945811009,15122.591348329,0.186883394673083,0,0,0,0.698447129790837,0,0,0
"BG_5_15",78.8906182522971,6223.72964822967,0,0,0,0,0,0.902634305341326,0,0
"BG_5_16",69.8788283883112,4883.05065692305,0,0,0,0,0,0.524455582386842,0,0
"BG_5_17",69.4844837520975,4828.0934822955,0,0,0,0,0,0.515245460971287,0,0
"BG_5_18",80,6400,0,0,0,0,0.484846604270446,0,0.420227850883537,0
"BG_5_19",60,3600,0,0.626957454086583,0,0,0,0,0.324643684136074,0
"BG_5_2",116.29087646203,13523.5679483072,0.949164674596929,0,0,0,0,0,0,0
"BG_5_20",64.1467725129757,4114.80842383146,0,0,0,0,0,0,0.858172723386725,0
"BG_5_21",75.9715799669317,5771.6809626719,0,0.127826698584309,0,0.173183644361994,0,0,0,0
"BG_5_22",72.3301106235495,5231.6449028149,0,0,0,0,0.552395270277926,0.243860664005255,0,0
"BG_5_23",70.7055182921222,4999.27031695762,0,0,0.086073931112794,0,0.360654600645661,0,0,0
"BG_5_24",118.251455941363,13983.4068322521,0,0,0.850118751476091,0,0,0,0,0
"BG_5_25",75.8885858442539,5759.07746144069,0,0.231402099942657,0,0,0,0,0,0
"BG_5_26",78.3292836443184,6135.47667623208,0,0,0,0,0,0.243075538410699,0,0
"BG_5_27",66.5069717908153,4423.17729678431,0,0.0747369609357328,0,0,0,0.691789710493762,0,0
"BG_5_28",63.6297343635601,4048.74309517723,0,0,0,0,0,0.664415525155861,0,0
"BG_5_29",60,3600,0,0.00720169365239542,0,0,0,0.646559886253758,0,0
"BG_5_3",93.3776478469086,8719.38511742128,0,0.713809176012969,0,0,0,0,0,0
"BG_5_30",60,3600,0,0,0,0,0,0.762921814131347,0.196164258409513,0
"BG_5_33",68.6337955729789,4710.59789475346,0,0.0521668773165638,0,0,0,0,0,0
"BG_5_34",77.9772097107263,6080.44523427059,0.737747640162729,0,0,0,0.0370401377024566,0,0,0
"BG_5_35",80,6400,0,0,0,0,0,0,0,0
"BG_5_36",68.6235151365866,4709.18682970133,0,0.0176593048990751,0,0,0.0565406340705286,0.00414017020995772,0,0
"BG_5_37",73.5042694578162,5402.87762852725,0,0.451998230481483,0,0,0.355749184851347,0,0,0
"BG_5_38",62.1366452468071,3860.96268252755,0,0,0,0,0,1,0,0
"BG_5_39",60,3600,0.554617779789965,0.198860085413511,0,0,0,0,0,0
"BG_5_4",78.0721830242021,6095.26576216451,0,1,0,0,0,0,0,0
"BG_5_41",66.6708572022629,4445.00320008453,0,0.091535965219162,0,0,0.681957147535526,0,0,0
"BG_5_42",80,6400,0,1,0,0,0,0,0,0
"BG_5_43",66.801035918002,4462.3783997182,0,0.934517879601729,0,0,0,0,0,0
"BG_5_44",75.6997143060364,5730.44674601553,0,0.0169228405110307,0,0,0,0.0491584063706496,0,0
"BG_5_45",63.0739479714959,3978.32291271097,0,0,0,0,0,0,0,0
